Tweet,Sentiment
     ||    معالي الدكتور خلفان الشعيلي  - 20% من الطاقة الواردة ل  سيكون مصدرها من ألواح الطاقة الشمسية الموضوعة فوق بعض المباني   - المدينة ستوفر مايقارب 50 ألف فرصة وظيفية مستقبلا لخدمة مجالات كثيرة منها مايقارب 10 آلاف في الطب,neutral
  تفاؤل وتوقعات إيجابية من قبل الشباب العماني المشاركين في الحوار الإعلامي  الخاص بالتعريف ب    📍إحدى المشاركات  متحمسة جدا لامتلاك عقاري الخاص والاستمتاع بكل ماتقدمه المدينة من حلول ذكية لحياة أفضل  تغطية     0,positive
حضور لافت في ملتقى   ستكون هذه المدنية بوابة لنهضة عمرانية لا مثيل لها في عمان  عمان فيها طاقات شبابية بمجرد ما تخلق لهم طموح سترى ابداعا لا نظير له     6,positive
  الملتقى الشبابي🤍 1,negative
مدينة ملهمة بطبيعتها حاضرة نابضة تحاكي المستقبل آسرة وأصيلة حيث تُزهر الأحلام     77,positive
حكومتنا الرشيدةسنبقى لكم من الناصحين!  يتحدث المجتمع عن مشروع   وعن الإتفاقيات المليونية التي ستبرم مع المطورين والمستثمرين وعن الآمال والتطلعات لتلك المدينة المنتظرة  وهنا اسجل للتاريخ بأهمية مراجعة كافة الإتفاقيات من قبل جهات مختصة ومخلصة حتى لا تضيع الآمال كمدينة العرفان والمدينة الزرقاء,negative
 أرجو من القائمين تسمية الأحياء بأسماء علماء عمان الأجلاء الذين خلدهم التاريخ وشهد لهم بعلمهم العظيم,positive
  سيستفيد منها الجميع، سواء مستحقي الأراضي أو المستثمرين من داخل وخارج عمان,positive
"      ""الشي اذا زاد عن حده انقلب ضده""",neutral
انقل لكم تجربتي مع التوقف من اكل السكر قطع نهائي وكل شي يدخل في استخدامه لمده اسبوعين بتاريخ ١١٦٢٠٢٣ كان وزني ٨٦كيلو وقررت ان اتوقف عن اكل السكر ومشتقاته وتفاجأت انه نزل وزني بأكثر من ٧ كيلو خلال الفتره البسيطه إضافه على تحسن جوده النوم والحركه  ,positive
 موضوع النقاش مثار الاختلاف وإن كنت اتفق معك في كثيرٍ مما أوردت وخاصة الأولويات، ولكن مثار الاختلاف في وجهات النظر أنك تطرقت للتساؤل من أين للحكومة الملايين لتصرف على إنشاء  وبالرغم من الملتقى الإعلامي والمؤتمر الصحفي للتبيان فإنك لم تتقصى الإجابة وهي متاحة!!,neutral
الأغنية الرسمية للحر 🏜😵🔥🔥  الدنيـا حــر الدنيـا حــررر  انــا عايـزة أخرج اتهوى 😫😥 عايزة فراولة عايزة مانجا  رايحه اشرب حاجه حلوة 😋🤗             7,negative
  رائد الأعمال عبدالله الهنائي    📍 سرني تخصيص نسبة 10- 15% من قيمة مشروع  لاستثمار المؤسسات الصغيرة والمتوسطة  📍 نفترض أن يكون هناك دعم ب10  إلى 20 مليون سنويا تمكينا لهذه المؤسسات لتقديم خدماتها في    5,positive
(إِنَّ اللَّهَ وَمَلائِكَتَهُ يُصَلُّونَ عَلَى النَّبِيِّ يَا أَيُّهَا الَّذِينَ آمَنُوا صَلُّوا عَلَيْهِ وَسَلِّمُوا تَسْلِيمًا)        ,positive
حضرت بالأمس الحوار الشبابي  الخاص بمدينة السلطان هيثم  بكل صدق شئ عالمي ويحق لنا ان نفاخر به  عمان القادمة ستكون مختلفة والمشاريع من شأنها أن ترفع جودة الحياة  في عمان لأعلى مستوى بوركت الجهود وكل الذي يعملون بإخلاص وتفاني لتكون عمان شيئا عظيما ,positive
ُهُنا ضجت أصوات جيل الغد ✨، عن هدية الشباب 🇴🇲  وحيث تزهر الأحلام🍃   6,positive
مدينة السلطان هيثم مشروع حضاري راقي وتطور نوعي في مفهوم بناء المدن الحضريةماذا لو عمل بنفس الوتيرة في تطوير الواجهة البحرية لساحل الباطنة الذي أصبح موحشاً منذ ازالة المباني، وتنال الولايات نصيب من هذه الخطط الاستراتيجية   ,positive
اللهم ارحم سلطاننا قابوس، وَأَعْطِهِ مِنَ الأَجْرِ وَالثَّوَابِ مَا تَرْجُوهُ لَهُ النُّفُوسُ، اللَّهُمَّ ضَاعِفْ لَهُ أُجُورَ صالح العمل، وَتَجَاوَزْ عَنْهُ كُلَّ خَطَأٍ وَزَلَلٍ🍂     ,positive
 | تعرف على المواقع الاستثمارية في المرحلة الأولى من مراحل مشروع        ,neutral
على مدار ٣ أيامٍ متواصلة، سبقتها أسابيع من العمل والتخطيط والعصف الذهني، بذلنا الكثير حتى نصلَ لهذهِ النتيجة، وعلى يقينٍ بأنّ القادم أجمل 🤍  هنيئًا لنا نجاح الملتقى الإعلامي الخاص بـ  🌟     ,positive
مشاركة تطلعات    بحوار شبابي(حيث تزهر الأحلام) تخطيطها وبوادر تنفيذها يؤكد بأنها ستكون حاضرة للمستقبل وملهمة بطبيعتها ونابضة والأجدى بأنها ستحقق التوازن البيئي بين العمل وجودة الحياة ورفاهية العيش الطموح بإذن الله  بارك الله الجهود وأتمها🌿 4,positive
  الحكومة ممثلة بوزارة الاسكان تأخذ بعين الاعتبار ان يكون المواطن هو المستفيد الأكبر من هذه المدينة من خلال بعض التصريحات التي تم التصريح بها،  على حسب تصريحات المسؤولين سابقاً ,neutral
جانب من مشاركة  طالبات قسمي الحقوق والتصميم بـ  حوار الشباب (حيث تزهر الأحلام) مع معالي الدكتور وزير الإسكان والتخطيط العمراني، وزيارة ركن المجسم التخطيطي لـ  حفظه الله ورعاه بدار الأوبرا السلطانية ,neutral
   هدية لشباب المستقبل   75,positive
  الشباب المشاركين في الجلسة الحوارية التعريفية ب     📍هذا الحوار يجسد اهتمام جلالة السلطان هيثم -حفظه الله - بالشباب العماني، ويؤكد على ما يؤمن به من أننا جميعا نعمل كفريق   📍المدينة فرصة لنا لتطوير مهاراتنا وشخصياتنا ونتطلع للاستثمار فيها       تغطية   و     ,positive
حيث يتحول الحلم إلى حقيقة والأمنية إلى واقع  مدينة تتحقق فيها طموحات الشباب بأفكار وسواعد الشباب أنفسهم 6797,positive
مقترح قيم لتسمية الأحياء السكنية ,neutral
من خلال متابعتي للقاءات وحوارات معالي دخلفان الشعيلي  المختلفة وجدت أنه ذات كاريزما عملية جدا وشفافة آمالنا في هذه القيادات المتمكنة كبيرة وتطلعاتنا حالمة في التحول الى مدن حضرية تليق بمستقبلنا ومستقبل الأجيال القادمة  254,positive
